"date","load"
2011-01-01,5333.73634928601
2011-01-02,5252.82601935097
2011-01-03,5114.81913993753
2011-01-04,5371.17592559646
2011-01-05,5608.46417304375
2011-01-06,5593.69799121257
2011-01-07,5405.2414096496
2011-01-08,5348.10587285288
2011-01-09,4864.54862137417
2011-01-10,4378.88715003359
2011-01-11,4549.24114962217
2011-01-12,4819.63624998415
2011-01-13,4641.61239103235
2011-01-14,4451.42183236407
2011-01-15,4449.56774387894
2011-01-16,4432.91300657326
2011-01-17,4357.29765298987
2011-01-18,4695.07969575019
2011-01-19,4792.70626498035
2011-01-20,4742.19085676306
2011-01-21,4783.0332847759
2011-01-22,5001.84845891925
2011-01-23,5077.76548635842
2011-01-24,4868.97158813892
2011-01-25,4675.48681541247
2011-01-26,4333.26058264935
2011-01-27,4542.26004552683
2011-01-28,4807.06611759429
2011-01-29,4842.52356784734
2011-01-30,4697.4562339148
2011-01-31,4580.78278271882
2011-02-01,4472.14231889381
2011-02-02,4399.30472000424
2011-02-03,4547.49879304917
2011-02-04,4582.49225821035
2011-02-05,4573.69565193858
2011-02-06,4580.69688258282
2011-02-07,4625.12427472316
2011-02-08,4547.53324753951
2011-02-09,4401.40175522894
2011-02-10,4556.705039248
2011-02-11,4540.13627619665
2011-02-12,4352.69534046178
2011-02-13,4282.03250498395
2011-02-14,4121.76347095676
2011-02-15,3731.70690603948
2011-02-16,3423.18592898825
2011-02-17,3636.59825774712
2011-02-18,3955.64171828185
2011-02-19,4122.22066859005
2011-02-20,4214.53367464823
2011-02-21,3920.40747269992
2011-02-22,3681.13370089676
2011-02-23,3780.07696017626
2011-02-24,4015.4320712324
2011-02-25,4015.60573095562
2011-02-26,4003.07546816892
2011-02-27,4198.62751804124
2011-02-28,4124.41240487135
