"date","load"
2011-01-01,5526.41538879374
2011-01-02,5794.94164107087
2011-01-03,5726.93860653871
2011-01-04,5667.65381001854
2011-01-05,5706.9196185838
2011-01-06,5639.92912713692
2011-01-07,5716.61136783663
2011-01-08,5964.14673241036
2011-01-09,6024.70502811023
2011-01-10,5911.56666531559
2011-01-11,5926.90096782197
2011-01-12,6015.78053491178
2011-01-13,6071.90808183127
2011-01-14,6284.93545586697
2011-01-15,6621.34952427964
2011-01-16,6715.76253457225
2011-01-17,6611.81053116701
2011-01-18,6643.56691580418
2011-01-19,6751.66337760474
2011-01-20,6812.52090250794
2011-01-21,7027.19172357323
2011-01-22,7351.69278552562
2011-01-23,7383.30059731007
2011-01-24,7181.73460692347
2011-01-25,7117.4110416657
2011-01-26,7124.78316882604
2011-01-27,7073.80244256916
2011-01-28,7174.45096869136
2011-01-29,7377.93461289261
2011-01-30,7285.45988529436
2011-01-31,6973.49596418298
2011-02-01,6809.68959893819
2011-02-02,6728.35881285337
2011-02-03,6607.1671407425
2011-02-04,6643.29807945824
2011-02-05,6789.78267833961
2011-02-06,6681.09297738984
2011-02-07,6389.44929342471
2011-02-08,6250.02088190023
2011-02-09,6200.79500628676
2011-02-10,6127.25652792503
2011-02-11,6210.52744184306
2011-02-12,6407.70062531037
2011-02-13,6371.01563075926
2011-02-14,6159.48619772657
2011-02-15,6090.78388823585
2011-02-16,6105.59606302838
2011-02-17,6089.92042412294
2011-02-18,6222.001796606
2011-02-19,6459.38595210218
2011-02-20,6448.92018400854
2011-02-21,6246.25934268474
2011-02-22,6173.03024994691
2011-02-23,6169.36757780622
2011-02-24,6120.3371559318
2011-02-25,6205.46940980501
2011-02-26,6380.41552074439
2011-02-27,6298.33891749816
2011-02-28,6023.8125329954
