"date","load"
2011-01-01,5016.12222053327
2011-01-02,4655.87045883272
2011-01-03,4391.05453975117
2011-01-04,4405.95011305942
2011-01-05,4419.49719006505
2011-01-06,4416.06212962652
2011-01-07,4378.17278506323
2011-01-08,4422.36356821851
2011-01-09,4323.72874204974
2011-01-10,4208.47752143754
2011-01-11,4311.46594646646
2011-01-12,4404.75937252633
2011-01-13,4484.96246013088
2011-01-14,4503.59312786187
2011-01-15,4574.98750072133
2011-01-16,4520.17556919908
2011-01-17,4429.4132666011
2011-01-18,4515.01704647227
2011-01-19,4581.72260064998
2011-01-20,4653.44148481771
2011-01-21,4664.13823504691
2011-01-22,4704.22848291134
2011-01-23,4652.35489849234
2011-01-24,4571.22301099493
2011-01-25,4606.5107672413
2011-01-26,4635.08353700105
2011-01-27,4685.51152379058
2011-01-28,4686.68087986606
2011-01-29,4701.9392997462
2011-01-30,4660.14558635543
2011-01-31,4588.79019364051
2011-02-01,4551.50340203183
2011-02-02,4534.46110725993
2011-02-03,4574.5782897372
2011-02-04,4584.7272952427
2011-02-05,4578.80812059869
2011-02-06,4550.08887361608
2011-02-07,4479.93856495706
2011-02-08,4388.92706754207
2011-02-09,4309.00042729448
2011-02-10,4342.58949435645
2011-02-11,4351.62488863879
2011-02-12,4333.36538837796
2011-02-13,4306.08040744102
2011-02-14,4201.34205393543
2011-02-15,4101.71129711678
2011-02-16,4021.78289762253
2011-02-17,4075.0723559486
2011-02-18,4095.37626396914
2011-02-19,4079.94205933143
2011-02-20,4051.18876836367
2011-02-21,3892.98152335514
2011-02-22,3771.83588314709
2011-02-23,3736.37523253078
2011-02-24,3791.33996189114
2011-02-25,3819.43810736591
2011-02-26,3849.17411361441
2011-02-27,3839.24958116489
2011-02-28,3658.2194129932
