"date","load"
2011-01-01,4583.5455645026
2011-01-02,3961.33211048228
2011-01-03,3505.05942789322
2011-01-04,3589.16969636809
2011-01-05,2908.40467580664
2011-01-06,2700.53013086908
2011-01-07,2824.68104960526
2011-01-08,2685.16755166401
2011-01-09,3442.91830575066
2011-01-10,3412.85294787797
2011-01-11,3237.55356601783
2011-01-12,2940.99235971258
2011-01-13,2840.14456100468
2011-01-14,3171.58099371338
2011-01-15,4940.940295644
2011-01-16,4816.68770465099
2011-01-17,4676.67249097935
2011-01-18,3497.20589659325
2011-01-19,3836.48207212839
2011-01-20,5114.1458399528
2011-01-21,6053.65803364688
2011-01-22,4430.42905273879
2011-01-23,3756.31826909814
2011-01-24,4548.48614151199
2011-01-25,4060.79895030899
2011-01-26,5488.50798278589
2011-01-27,4795.21430657334
2011-01-28,4384.70957913182
2011-01-29,3757.1354177493
2011-01-30,4861.88055498242
2011-01-31,4791.70139595233
2011-02-01,5066.20703602101
2011-02-02,4079.53396697835
2011-02-03,3848.96483698916
2011-02-04,4682.10952769443
2011-02-05,4976.0612234668
2011-02-06,4227.87874189616
2011-02-07,4434.93177450463
2011-02-08,3956.55038049453
2011-02-09,2962.40899878859
2011-02-10,3111.74335891226
2011-02-11,4743.16474242374
2011-02-12,4507.25914075372
2011-02-13,2923.78235643407
2011-02-14,3651.75330516035
2011-02-15,3407.64363798322
2011-02-16,3541.32879642058
2011-02-17,4007.89671985061
2011-02-18,4705.01938989257
2011-02-19,4886.45073004455
2011-02-20,4014.84878970419
2011-02-21,3928.94762145299
2011-02-22,3717.62487358422
2011-02-23,3698.27217184045
2011-02-24,4159.65696032864
2011-02-25,4198.16231426181
2011-02-26,4556.46567717018
2011-02-27,4205.11590284937
2011-02-28,3717.69938992695
