"date","load"
2011-01-01,5273.48742854415
2011-01-02,5052.4140538103
2011-01-03,4889.70637708628
2011-01-04,4939.35824440025
2011-01-05,4872.73457847778
2011-01-06,4784.70514555438
2011-01-07,4692.776031854
2011-01-08,4684.28117670435
2011-01-09,4557.10729949234
2011-01-10,4456.99221072977
2011-01-11,4549.69878961739
2011-01-12,4538.21457617508
2011-01-13,4550.94670664275
2011-01-14,4541.7806132126
2011-01-15,4574.9598099661
2011-01-16,4504.04104766791
2011-01-17,4446.63958921065
2011-01-18,4505.60607397482
2011-01-19,4476.17839078936
2011-01-20,4527.51329493466
2011-01-21,4552.50091190066
2011-01-22,4592.49433841383
2011-01-23,4542.91338009398
2011-01-24,4492.37791222987
2011-01-25,4498.68029543137
2011-01-26,4443.49823204934
2011-01-27,4514.41561370837
2011-01-28,4544.94244653913
2011-01-29,4574.03141883823
2011-01-30,4529.59459527826
2011-01-31,4465.66108243242
2011-02-01,4413.76027369007
2011-02-02,4333.76660687552
2011-02-03,4417.29368378601
2011-02-04,4442.80349844739
2011-02-05,4445.58051960339
2011-02-06,4414.47898508817
2011-02-07,4343.64166466929
2011-02-08,4246.19347448675
2011-02-09,4133.9226896115
2011-02-10,4228.88862189694
2011-02-11,4240.98973318484
2011-02-12,4230.96446125401
2011-02-13,4232.93114431099
2011-02-14,4128.05906064928
2011-02-15,4008.87681122852
2011-02-16,3885.38503683289
2011-02-17,3984.6733531653
2011-02-18,3988.84893459222
2011-02-19,3990.48623032782
2011-02-20,4046.42886034986
2011-02-21,3879.39731916387
2011-02-22,3764.87928850699
2011-02-23,3660.12501537885
2011-02-24,3750.43258029131
2011-02-25,3747.7642405322
2011-02-26,3780.81871736613
2011-02-27,3848.95061594078
2011-02-28,3640.20660584912
