"date","load"
2011-01-01,5635.70841908441
2011-01-02,6017.55775833466
2011-01-03,6007.55087380107
2011-01-04,5977.77206475895
2011-01-05,6031.61612290168
2011-01-06,5962.58785598383
2011-01-07,6042.9607772901
2011-01-08,6296.18889026567
2011-01-09,6336.03255109813
2011-01-10,6176.03405257209
2011-01-11,6135.99512736874
2011-01-12,6160.47319496199
2011-01-13,6141.85821488118
2011-01-14,6272.26135182384
2011-01-15,6514.41822639183
2011-01-16,6510.13567748291
2011-01-17,6312.88488158985
2011-01-18,6249.09968840638
2011-01-19,6261.7690484792
2011-01-20,6236.34946979526
2011-01-21,6357.922694292
2011-01-22,6585.56917031105
2011-01-23,6560.97511830921
2011-01-24,6343.08690829766
2011-01-25,6261.79235968746
2011-01-26,6258.83139920349
2011-01-27,6218.275516101
2011-01-28,6323.53703396302
2011-01-29,6532.80748081384
2011-01-30,6491.13733133453
2011-01-31,6259.07235242293
2011-02-01,6162.94995128354
2011-02-02,6144.47914953046
2011-02-03,6089.41123376431
2011-02-04,6177.10020261893
2011-02-05,6365.7585945682
2011-02-06,6309.68755331708
2011-02-07,6069.44992541759
2011-02-08,5962.08739647543
2011-02-09,5930.395004842
2011-02-10,5863.82528008332
2011-02-11,5934.93782124044
2011-02-12,6102.77348666035
2011-02-13,6036.03547617294
2011-02-14,5794.05845851776
2011-02-15,5679.96202807659
2011-02-16,5638.57191394496
2011-02-17,5564.55709168486
2011-02-18,5621.55371743173
2011-02-19,5770.12892104703
2011-02-20,5697.13536803986
2011-02-21,5459.6328915845
2011-02-22,5343.57584251132
2011-02-23,5296.54397862567
2011-02-24,5219.42478509495
2011-02-25,5265.61814088175
2011-02-26,5397.74694778823
2011-02-27,5322.93605356617
2011-02-28,5095.1873929689
