"date","load"
2011-01-01,5814.47277445261
2011-01-02,5423.70177666284
2011-01-03,4660.30346596159
2011-01-04,4513.62317053414
2011-01-05,4645.27318239783
2011-01-06,4978.2617838447
2011-01-07,4702.09448462186
2011-01-08,4368.59827323055
2011-01-09,4427.74745952897
2011-01-10,4496.89464021364
2011-01-11,4717.84150000463
2011-01-12,4960.68617393511
2011-01-13,5235.39461382991
2011-01-14,5735.77761883315
2011-01-15,6211.37175578314
2011-01-16,6065.1723778029
2011-01-17,5776.06512937135
2011-01-18,5796.21651423121
2011-01-19,5653.47804716627
2011-01-20,5198.65775295391
2011-01-21,5569.78551820493
2011-01-22,5776.46898523816
2011-01-23,5951.13741585387
2011-01-24,5748.18628415468
2011-01-25,5515.39591021045
2011-01-26,5399.98213576089
2011-01-27,5240.23103737024
2011-01-28,5324.98686716749
2011-01-29,5159.81480368681
2011-01-30,5223.97412703295
2011-01-31,5187.97413811794
2011-02-01,5497.34192639028
2011-02-02,5584.96820343226
2011-02-03,5315.97992889963
2011-02-04,5189.23786730395
2011-02-05,5205.83791900475
2011-02-06,4861.83533443942
2011-02-07,4898.99382127408
2011-02-08,5147.06242598985
2011-02-09,5346.67034462838
2011-02-10,5136.94379381342
2011-02-11,5018.76266680338
2011-02-12,4751.01632353647
2011-02-13,4833.06372954265
2011-02-14,4925.31006750232
2011-02-15,5117.43628351918
2011-02-16,5222.54175173169
2011-02-17,4981.84618620432
2011-02-18,4833.9160916602
2011-02-19,5042.7158135546
2011-02-20,4535.55445803275
2011-02-21,4202.33460077545
2011-02-22,4328.2867930747
2011-02-23,4143.15868112568
2011-02-24,3786.33268081074
2011-02-25,4002.87248215096
2011-02-26,4307.08932668955
2011-02-27,4179.49198277703
2011-02-28,3925.93414827992
