"date","load"
2011-01-01,5276.60205046119
2011-01-02,5052.56558005096
2011-01-03,4846.80992130271
2011-01-04,4870.12650520129
2011-01-05,4779.95596966285
2011-01-06,4682.79297345384
2011-01-07,4628.28944154203
2011-01-08,4638.20713625168
2011-01-09,4496.93708518399
2011-01-10,4380.47883297813
2011-01-11,4485.99469248199
2011-01-12,4473.02465963146
2011-01-13,4495.9592273997
2011-01-14,4520.6930291407
2011-01-15,4576.46165710971
2011-01-16,4489.31636659631
2011-01-17,4415.35300132143
2011-01-18,4500.26333821078
2011-01-19,4479.1928327108
2011-01-20,4521.78081963487
2011-01-21,4554.75449514175
2011-01-22,4615.04254267651
2011-01-23,4549.5219172891
2011-01-24,4490.68595350506
2011-01-25,4515.79632228193
2011-01-26,4467.61968166137
2011-01-27,4511.44813809811
2011-01-28,4541.91805012997
2011-01-29,4586.56357916493
2011-01-30,4529.33006324598
2011-01-31,4474.69795636257
2011-02-01,4417.68314937168
2011-02-02,4352.15209892039
2011-02-03,4409.99557089623
2011-02-04,4438.49391048484
2011-02-05,4438.53195983572
2011-02-06,4412.2270238522
2011-02-07,4356.51640254954
2011-02-08,4253.85785609441
2011-02-09,4170.92071030709
2011-02-10,4255.78174659494
2011-02-11,4295.97333051379
2011-02-12,4261.9189035475
2011-02-13,4246.45940554067
2011-02-14,4164.80227498812
2011-02-15,4048.43709760551
2011-02-16,3951.86882574051
2011-02-17,4047.49042229268
2011-02-18,4090.5462728077
2011-02-19,4081.81091382777
2011-02-20,4079.19501587038
2011-02-21,3959.83147397771
2011-02-22,3839.02488923368
2011-02-23,3777.57127900884
2011-02-24,3838.27785889225
2011-02-25,3850.06722254306
2011-02-26,3852.76309092214
2011-02-27,3880.70255443354
2011-02-28,3729.64858287215
