"date","t_ws1","t_ws2","t_ws3","t_ws4","t_ws5","t_ws6","t_ws7","t_ws8","t_ws9","t_ws10","t_ws11","t_ws12","t_ws13","t_ws14","t_ws15","t_ws16","t_ws17","t_ws18","t_ws19","t_ws20","t_ws21","t_ws22","t_ws23","t_ws24","t_ws25","t_ws26","t_ws27","t_ws28"
2005-01-01,50.1666666666667,53.2916666666667,49.7083333333333,54.8333333333333,55.9166666666667,51.9583333333333,52.625,56.7083333333333,53.0833333333333,50.7083333333333,55.7083333333333,56.0416666666667,52.5,54.5416666666667,55.9166666666667,51.9166666666667,55.5416666666667,53.7916666666667,51.0416666666667,53.125,53.0833333333333,55.625,53.375,53.125,53.9166666666667,54.625,55.5,51.4583333333333
2005-01-02,55.2916666666667,51.5833333333333,48.9583333333333,55.25,56.625,49.8333333333333,51.75,57.7083333333333,54.625,52.7916666666667,54.5833333333333,54.8333333333333,52.0416666666667,54,56.625,56.3333333333333,53.9583333333333,54.7083333333333,52.625,54.5833333333333,51.75,57.0833333333333,53.4166666666667,49.5416666666667,54,53.5416666666667,54.9583333333333,52.2083333333333
2005-01-03,55.8333333333333,56.5416666666667,51.375,56.3333333333333,57.0833333333333,53.3333333333333,55,57.75,57.6666666666667,56.4166666666667,56.5833333333333,57.5416666666667,53.2083333333333,55.375,57.5416666666667,56.75,56.6666666666667,54.3333333333333,56.1666666666667,56,54.0833333333333,58,54.2916666666667,56.375,57.625,54.875,57.1666666666667,55.6666666666667
2005-01-04,57.9583333333333,63.3333333333333,57.0833333333333,62.2916666666667,62.5,62.0833333333333,61.7083333333333,63.2083333333333,61.25,63.4166666666667,62.75,62.0833333333333,61.1666666666667,61.7916666666667,63.6666666666667,55.875,63.2083333333333,61.75,64.0833333333333,57.875,60.5,63.7083333333333,60.4583333333333,61.375,64.2083333333333,62.75,63.2916666666667,62.0833333333333
2005-01-05,62.5416666666667,63.0833333333333,52.5,61.9166666666667,62.8333333333333,59.2083333333333,62.375,64.25,58.4583333333333,62.7916666666667,60.875,60.5416666666667,59.75,58.9583333333333,61.2083333333333,57.0833333333333,61.3333333333333,62.3333333333333,63.2916666666667,58.1666666666667,57.7083333333333,59.5833333333333,62.0833333333333,50.7916666666667,63.0833333333333,62.375,61.5416666666667,61.375
2005-01-06,60.5416666666667,66.0833333333333,54.5,60.25,67.0416666666667,61.0416666666667,64.5833333333333,68.7083333333333,55.375,65.8333333333333,60.0833333333333,58.0416666666667,60.625,58.5,62.2083333333333,59.875,63,65.2916666666667,61.0416666666667,59.875,55.9583333333333,58.5416666666667,65.8333333333333,62.375,67.25,65.4166666666667,63.5,64.75
2005-01-07,59,55.625,48.375,54.2083333333333,65.375,52.3333333333333,59.375,65.4166666666667,48.0416666666667,59.75,52.0833333333333,54.9166666666667,55.1666666666667,49.7916666666667,54.3333333333333,56.75,55.1666666666667,60.9166666666667,53.0416666666667,57.5416666666667,48,52.8333333333333,60.4166666666667,50.5,59.2083333333333,61.125,57.1666666666667,57.5
2005-01-08,57.0416666666667,56.75,51.5416666666667,58.6666666666667,67.0416666666667,56.75,62.375,66.0416666666667,50.625,61.8333333333333,51.75,57,55.7083333333333,51.9166666666667,53.25,61.5416666666667,57.0833333333333,63.2916666666667,55.2083333333333,59.8333333333333,50.5416666666667,51.375,61.9583333333333,54.5416666666667,61.7916666666667,63.625,58.2916666666667,57.125
2005-01-09,48.5833333333333,45.4583333333333,42.875,47.375,54.8333333333333,44.0833333333333,50.25,53.3333333333333,45.5,49.2083333333333,44.8333333333333,50.9166666666667,44.9583333333333,47.7083333333333,42.125,49.9583333333333,44,52.8333333333333,48.5416666666667,50.5833333333333,46.3333333333333,45.9166666666667,52.4583333333333,41.6666666666667,49.8333333333333,48.25,45.375,45.6666666666667
2005-01-10,49.2916666666667,46.5,47.1666666666667,50.1666666666667,54.6666666666667,45.4583333333333,52.875,55.2083333333333,47.7083333333333,50.4583333333333,49.8333333333333,53.125,45.25,49.375,45.75,51.2083333333333,45.0416666666667,54.9166666666667,48.0416666666667,50.625,47.375,50.5416666666667,52.875,46.125,50.0833333333333,49.7083333333333,46.0833333333333,44.9166666666667
2005-01-11,51.7916666666667,47.2916666666667,48.4583333333333,51.0416666666667,54.9583333333333,47.125,51.75,54.9166666666667,52.4583333333333,51.5416666666667,49.625,54.25,47.5,50.2916666666667,48.75,56.8333333333333,47.5416666666667,53.5833333333333,50.7916666666667,55.9166666666667,48.9166666666667,51.6666666666667,54.5,46.7083333333333,50.7916666666667,49.1666666666667,48.8333333333333,47
2005-01-12,54.4166666666667,57.7916666666667,56.7083333333333,59.25,60.0416666666667,56.9166666666667,59.4583333333333,62.5416666666667,57.5833333333333,61.4166666666667,57.1666666666667,58.6666666666667,57.2916666666667,53.25,55.8333333333333,60.0416666666667,55.5833333333333,59.5833333333333,58.7916666666667,59.2083333333333,51.375,55.375,59.3333333333333,57.8333333333333,62.25,58.9583333333333,58.6666666666667,57.375
2005-01-13,62.375,69.3333333333333,59.0416666666667,66.5,68.25,65.9166666666667,66.2083333333333,68.9166666666667,61.0416666666667,68.75,64.875,64.1666666666667,62.9583333333333,63.7916666666667,64.875,65.5833333333333,62.875,68.625,67.2083333333333,67.125,62.25,66.1666666666667,67.375,68.1666666666667,70.7916666666667,67.7916666666667,67.1666666666667,67.0416666666667
2005-01-14,52.5416666666667,54.7083333333333,41.7083333333333,50,60.4583333333333,55.25,57.625,60.0416666666667,41.25,58.25,49.2083333333333,50.8333333333333,49.4166666666667,46.7916666666667,51,57.7083333333333,52.5416666666667,58.5,49.4166666666667,57.625,45.9583333333333,47.25,57.2916666666667,54.5,57.125,56.2916666666667,54.0416666666667,54.7916666666667
2005-01-15,37.4583333333333,37.5416666666667,36.3333333333333,38.2916666666667,42,39.125,39.7916666666667,41.7916666666667,36.5833333333333,38.5416666666667,35.25,39.375,35.8333333333333,35.2916666666667,35.0416666666667,46.2083333333333,39.0416666666667,41.125,37.5,43.8333333333333,34.25,38.625,40.2916666666667,38.625,38.9166666666667,38.9583333333333,36.7083333333333,36.9583333333333
2005-01-16,36.75,35.625,33.9583333333333,38.2083333333333,37.0416666666667,40.0833333333333,38.875,37.8333333333333,33.75,36.125,35.1666666666667,39.75,34.2083333333333,36.6666666666667,34.4583333333333,47.125,36.75,37.7083333333333,38.5416666666667,42.375,36.0416666666667,38.625,37.5833333333333,38.7083333333333,35.9583333333333,36.5,35.5416666666667,34.2916666666667
2005-01-17,29.375,31.1666666666667,19.625,28.2916666666667,33.7083333333333,30.9583333333333,32.3333333333333,33.0416666666667,17.0416666666667,30.625,25.4583333333333,28.375,25.6666666666667,25.0833333333333,27.0416666666667,35.5416666666667,28.1666666666667,32.1666666666667,28.5,34.5833333333333,24.6666666666667,25.5,32.125,29.4583333333333,33.1666666666667,29.6666666666667,28.25,29.25
2005-01-18,26.2916666666667,21,21.2083333333333,23.7083333333333,27.6666666666667,22.125,23.375,27,17.5,22.625,20.125,25.7916666666667,19.4583333333333,22.5833333333333,20.1666666666667,25.8333333333333,19.5,24.0416666666667,23.4166666666667,24.4583333333333,22.625,22.8333333333333,23.2916666666667,21.75,23.4166666666667,22.75,20.9166666666667,20.9583333333333
2005-01-19,24.5,21.8333333333333,28.25,25.875,29.1666666666667,24.0416666666667,27.625,28.75,27.6666666666667,24.5416666666667,23.7916666666667,28.625,23.2916666666667,26.875,22.2083333333333,32.75,22.1666666666667,29.4166666666667,25.7083333333333,30.8333333333333,24.625,27.625,27.1666666666667,23.875,26.125,23.875,22.9583333333333,22.2916666666667
2005-01-20,31.6666666666667,32.5833333333333,36.3333333333333,35.0833333333333,38.9583333333333,32.6666666666667,38.1666666666667,37.75,32.7916666666667,37.375,34.5833333333333,40.6666666666667,30.0833333333333,36.75,33.875,38.5,33.875,39.2083333333333,34.875,39.375,35.6666666666667,38.5,38.0833333333333,33.375,37.6666666666667,37.2083333333333,33.9166666666667,35.125
2005-01-21,36.7916666666667,31.0833333333333,39.0833333333333,40.2083333333333,40.4166666666667,30.5,34.375,39.6666666666667,27.875,33.3333333333333,31.0833333333333,42.2083333333333,32.6666666666667,35.9583333333333,29.9166666666667,36.5,31.2916666666667,38,39.0416666666667,35.75,35.5,34,35.8333333333333,29.2083333333333,30.9166666666667,35.5416666666667,32.2083333333333,30.625
2005-01-22,32.875,28.5833333333333,31.3333333333333,30.5,43.625,31.9166666666667,37.375,40,28.6666666666667,32.125,29.375,34.125,28.625,30.875,27.0416666666667,44.4166666666667,28.5416666666667,43.5,33.2916666666667,43.6666666666667,30.7083333333333,31.6666666666667,39.4166666666667,30.9583333333333,32.6666666666667,32.4583333333333,29.1666666666667,28.5
2005-01-23,27.9583333333333,25.5,15.625,22.625,32.7916666666667,24.75,27.9583333333333,32.0416666666667,13.7083333333333,27,20.75,23.5416666666667,21.9166666666667,21.7916666666667,22.625,28.375,23.125,30.3333333333333,24.625,30.0416666666667,20.4166666666667,21.5833333333333,28.8333333333333,23.2083333333333,28.2083333333333,27,24.125,25.0833333333333
2005-01-24,24.4166666666667,27,25.875,29.375,31.875,26,29.1666666666667,32.625,27.8333333333333,28.9583333333333,27.0416666666667,31.5833333333333,25.9166666666667,28.5,26.375,29.0833333333333,26.8333333333333,30.25,28.125,30.9166666666667,20.6666666666667,26.5,29.2083333333333,26.7916666666667,29.7916666666667,28.7083333333333,27.75,27.4166666666667
2005-01-25,34.5,35.25,39.9166666666667,40.8333333333333,41.7916666666667,33.75,36.7916666666667,42.375,38.4166666666667,39.75,39.875,43.7916666666667,38.5,42.5833333333333,38.25,36.9166666666667,37.2916666666667,39.7083333333333,39.9583333333333,38.5416666666667,39.9166666666667,35.7083333333333,37.875,34.4583333333333,40.8333333333333,39.2083333333333,40.5416666666667,37.2916666666667
2005-01-26,48.375,45.5416666666667,46.4166666666667,51.9166666666667,51.25,45.0416666666667,45.125,51.8333333333333,41.6666666666667,47.8333333333333,48,54.5833333333333,47.125,49.3333333333333,46.25,46.0416666666667,46.5416666666667,48.9583333333333,50.0833333333333,47,47.5833333333333,48.7916666666667,48.1666666666667,41.9583333333333,47.9166666666667,49.6666666666667,47.5833333333333,45.2083333333333
2005-01-27,39.875,32.7916666666667,36.125,40.625,43.0833333333333,29.625,36.5,42.25,35.9166666666667,37,36.125,42.3333333333333,36,39.5416666666667,33.75,33.9583333333333,35.75,40.5416666666667,41,36,39.5833333333333,39.25,39.0833333333333,27.5416666666667,36,38.1666666666667,36.125,34.1666666666667
2005-01-28,29.4166666666667,24.2916666666667,28,29.6666666666667,31.125,23.5,25.625,30.5,27.625,24.9583333333333,24.4583333333333,30.875,24.625,27,24.4583333333333,31.4583333333333,24.8333333333333,27.5833333333333,29,27.1666666666667,27.375,28.1666666666667,27.0416666666667,23,26.2916666666667,27.0833333333333,25.125,23.9166666666667
2005-01-29,29.5416666666667,30.4166666666667,26.3333333333333,27.5833333333333,35.5416666666667,33.0416666666667,34.2916666666667,34.6666666666667,23.0833333333333,31.1666666666667,24.3333333333333,27.75,25.75,25.875,27.5833333333333,38.1666666666667,26.8333333333333,36.125,27.2083333333333,36.9166666666667,25.875,27.0416666666667,35.2916666666667,30.7083333333333,33,29.2916666666667,27.2916666666667,28.75
2005-01-30,31.5,35.875,36,34.6666666666667,42.5,37.75,40.2916666666667,41.75,26.5416666666667,37.0416666666667,35.25,34.9583333333333,33.875,35.7916666666667,32.0833333333333,42.7083333333333,33.0833333333333,44.7916666666667,35.5,44.875,33.7916666666667,29,42.4583333333333,34.8333333333333,38.5416666666667,37.5833333333333,33.4166666666667,35.5
